Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Date
1776,61,Female,Sneakers,Shoes,87.0,Dallas,XL,Black,Winter,3.0,No,Store Pickup,No,No,21,Apple Pay,Bi-Weekly,2024-01-01
1875,35,Male,Sneakers,Shoes,161.07,Dallas,XL,Blue,Fall,1.7,No,Standard,No,No,36,Cash,Every 3 Months,2023-07-30
2068,53,Female,Hat,Accessories,205.05,Chicago,XL,White,Spring,3.6,No,Next Day,No,No,0,Cash,Weekly,2023-04-22
1675,45,Male,Scarf,Accessories,251.74,Philadelphia,M,Black,Fall,1.2,No,Standard,No,No,5,Cash,Monthly,2023-08-06
2065,61,Male,Jacket,Outerwear,257.53,Philadelphia,L,Black,Spring,4.4,No,Express,Yes,Yes,48,Apple Pay,Weekly,2023-05-30
1560,36,Male,Sweater,Clothing,242.52,Philadelphia,L,White,Winter,3.8,No,Standard,No,No,31,Apple Pay,Monthly,2023-10-06
2079,36,Male,T-shirt,Clothing,125.61,San Jose,M,Grey,Spring,1.6,Yes,Store Pickup,No,No,14,Debit Card,Monthly,2023-04-04
1605,69,Male,Sunglasses,Accessories,48.91,Chicago,L,Yellow,Fall,3.9,Yes,Standard,No,No,24,Cash,Weekly,2023-02-12
1509,22,Female,T-shirt,Clothing,102.12,Philadelphia,M,Yellow,Winter,4.3,No,Next Day,No,No,35,Cash,Annually,2023-07-21
1815,31,Female,Sunglasses,Accessories,258.53,Philadelphia,XL,Yellow,Winter,4.4,No,Express,No,No,11,Apple Pay,Annually,2023-02-10
1735,41,Male,T-shirt,Clothing,140.12,San Diego,L,White,Summer,4.0,Yes,Standard,No,No,25,Apple Pay,Bi-Weekly,2023-11-13
1926,22,Female,Sunglasses,Accessories,159.81,Los Angeles,L,Brown,Fall,3.3,No,Express,Yes,Yes,36,Cash,Every 3 Months,2023-07-11
1994,47,Male,Jeans,Clothing,203.96,Dallas,L,White,Spring,2.1,No,Next Day,No,No,50,Apple Pay,Monthly,2023-05-18
2217,36,Male,T-shirt,Clothing,140.77,Houston,S,Yellow,Winter,3.3,Yes,Standard,No,No,43,Apple Pay,Every 3 Months,2023-02-21
1296,63,Male,Sunglasses,Accessories,169.27,Dallas,L,Red,Summer,2.7,No,Store Pickup,Yes,Yes,45,Credit Card,Weekly,2023-03-27
2161,47,Female,Sneakers,Shoes,249.41,San Antonio,M,Green,Fall,3.5,Yes,Express,No,No,36,Cash,Every 3 Months,2023-04-11
1459,59,Male,Shorts,Clothing,162.37,Los Angeles,L,Brown,Winter,3.1,No,Store Pickup,No,No,39,Apple Pay,Weekly,2023-05-19
1176,31,Female,Scarf,Accessories,115.25,New York,M,White,Summer,2.4,No,Next Day,Yes,Yes,40,PayPal,Monthly,2023-03-07
1085,31,Male,Jacket,Outerwear,124.3,Phoenix,L,Red,Winter,3.0,No,Standard,No,No,26,PayPal,Bi-Weekly,2023-05-22
1797,31,Female,Sweater,Clothing,287.07,Houston,M,Red,Summer,1.2,Yes,Store Pickup,Yes,Yes,8,PayPal,Bi-Weekly,2023-11-23
1996,40,Male,Sunglasses,Accessories,77.34,San Diego,L,Brown,Spring,1.2,No,Express,Yes,Yes,12,Cash,Every 3 Months,2023-01-26
1750,70,Female,Belt,Accessories,81.79,Chicago,M,Green,Fall,4.6,Yes,Next Day,No,No,48,PayPal,Every 3 Months,2023-04-06
1134,42,Male,Jeans,Clothing,174.8,San Diego,S,White,Summer,1.6,Yes,Standard,No,No,29,Apple Pay,Every 3 Months,2023-02-04
2316,47,Male,Jacket,Outerwear,178.09,Houston,L,Blue,Winter,2.7,No,Standard,Yes,Yes,42,Cash,Bi-Weekly,2023-10-24
1349,24,Female,Scarf,Accessories,286.11,Dallas,S,Grey,Fall,1.1,No,Standard,No,No,43,Debit Card,Bi-Weekly,2023-10-02
1033,42,Male,Dress,Clothing,151.88,Phoenix,S,Blue,Winter,2.1,No,Next Day,Yes,Yes,2,Cash,Weekly,2023-08-30
1397,19,Male,Backpack,Accessories,87.24,San Antonio,S,Black,Winter,2.9,No,Next Day,Yes,Yes,35,Debit Card,Every 3 Months,2023-12-07
2062,42,Male,Sweater,Clothing,159.95,Los Angeles,XL,Yellow,Spring,4.0,No,Next Day,Yes,Yes,5,PayPal,Bi-Weekly,2023-06-23
1992,65,Female,Hat,Accessories,54.4,Phoenix,S,White,Spring,1.4,No,Store Pickup,Yes,Yes,41,PayPal,Monthly,2023-12-01
2051,41,Male,Sunglasses,Accessories,47.76,San Diego,S,Brown,Spring,1.0,No,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly,2023-05-17
1613,20,Male,Hat,Accessories,283.33,New York,M,Blue,Spring,2.4,No,Standard,No,No,2,Apple Pay,Bi-Weekly,2023-10-04
1404,33,Female,Sneakers,Shoes,75.55,Houston,XL,Red,Summer,4.5,Yes,Next Day,Yes,Yes,27,Apple Pay,Bi-Weekly,2023-12-01
1976,58,Male,Backpack,Accessories,253.16,Chicago,XL,Green,Spring,2.1,No,Standard,Yes,Yes,38,Debit Card,Monthly,2023-12-19
2068,59,Male,Jeans,Clothing,267.96,Phoenix,M,Grey,Winter,2.5,No,Express,No,No,28,PayPal,Annually,2023-06-24
1623,21,Male,Hat,Accessories,103.95,San Jose,L,Yellow,Fall,1.9,No,Express,No,No,9,Credit Card,Every 3 Months,2023-05-11
2303,25,Male,Sweater,Clothing,96.03,San Diego,S,Green,Fall,3.6,No,Standard,No,No,46,Apple Pay,Every 3 Months,2023-10-08
1050,57,Male,Hat,Accessories,266.96,San Diego,S,Green,Winter,2.9,Yes,Express,Yes,Yes,15,Debit Card,Bi-Weekly,2023-10-05
1632,33,Female,Shorts,Clothing,203.14,San Jose,L,Red,Winter,1.2,Yes,Store Pickup,No,No,42,Debit Card,Annually,2023-01-17
1189,24,Female,Shorts,Clothing,130.0,New York,XL,White,Spring,3.9,Yes,Store Pickup,No,No,18,Debit Card,Annually,2023-11-29
1689,60,Female,Backpack,Accessories,270.83,San Antonio,XL,Blue,Summer,4.1,Yes,Express,No,No,29,Cash,Every 3 Months,2023-10-02
1983,32,Male,Dress,Clothing,217.25,San Diego,S,Red,Summer,2.6,No,Express,Yes,Yes,28,Apple Pay,Bi-Weekly,2023-06-15
1420,39,Male,Dress,Clothing,49.77,San Antonio,XL,Brown,Winter,3.6,Yes,Standard,No,No,9,Debit Card,Weekly,2023-06-18
1395,48,Male,Sneakers,Shoes,219.77,San Antonio,L,Grey,Spring,2.2,Yes,Next Day,No,No,1,Credit Card,Bi-Weekly,2023-01-19
1567,38,Female,Scarf,Accessories,29.47,Chicago,S,Yellow,Spring,4.7,No,Next Day,Yes,Yes,38,Cash,Annually,2023-07-10
1720,33,Male,Backpack,Accessories,49.21,Dallas,L,Black,Summer,2.5,Yes,Standard,Yes,Yes,29,Credit Card,Monthly,2023-12-28
1755,52,Female,Sweater,Clothing,123.04,San Jose,XL,White,Spring,4.3,No,Store Pickup,No,No,28,Cash,Weekly,2023-06-04
1092,53,Male,Hat,Accessories,257.39,Los Angeles,S,Black,Fall,3.7,No,Express,Yes,Yes,27,Credit Card,Every 3 Months,2023-08-15
2428,32,Male,Shorts,Clothing,170.72,Houston,M,Grey,Fall,1.4,Yes,Standard,No,No,12,Apple Pay,Weekly,2023-11-18
1027,36,Male,Shorts,Clothing,191.12,Philadelphia,XL,Red,Winter,1.4,Yes,Store Pickup,No,No,37,Credit Card,Every 3 Months,2023-05-31
2320,64,Female,Sneakers,Shoes,172.63,Chicago,XL,Yellow,Spring,2.4,Yes,Next Day,No,No,14,Apple Pay,Annually,2023-03-23
2119,52,Male,Jacket,Outerwear,155.09,Dallas,M,Green,Fall,2.3,Yes,Standard,No,No,9,Cash,Monthly,2023-08-10
1204,51,Female,Backpack,Accessories,185.64,Houston,L,Yellow,Spring,3.0,No,Next Day,No,No,33,Debit Card,Bi-Weekly,2023-05-25
1025,23,Female,Jacket,Outerwear,162.18,Chicago,S,Brown,Summer,2.0,No,Next Day,Yes,Yes,50,Debit Card,Monthly,2023-01-16
1047,33,Female,Sneakers,Shoes,154.36,Los Angeles,XL,White,Winter,3.6,No,Next Day,No,No,21,Debit Card,Monthly,2023-10-10
2370,55,Female,Sunglasses,Accessories,154.62,Phoenix,M,Blue,Winter,3.3,No,Store Pickup,No,No,19,PayPal,Monthly,2023-10-16
1529,64,Female,Sweater,Clothing,173.43,Houston,M,Yellow,Winter,2.5,No,Next Day,Yes,Yes,33,Debit Card,Every 3 Months,2023-03-20
1888,68,Male,Belt,Accessories,162.52,San Antonio,S,Grey,Winter,4.9,No,Express,No,No,18,PayPal,Bi-Weekly,2023-09-17
1483,57,Male,Sunglasses,Accessories,287.79,Phoenix,M,Green,Spring,2.9,No,Standard,Yes,Yes,37,Cash,Annually,2023-04-01
1682,30,Female,Jeans,Clothing,283.07,San Antonio,S,White,Fall,4.6,No,Express,No,No,22,Debit Card,Bi-Weekly,2023-08-20
2357,48,Male,Dress,Clothing,149.09,San Jose,L,Blue,Summer,3.4,No,Express,Yes,Yes,34,PayPal,Bi-Weekly,2023-10-13
2157,47,Male,Shorts,Clothing,291.65,Houston,M,White,Fall,1.2,Yes,Store Pickup,Yes,Yes,23,Cash,Every 3 Months,2023-09-16
1613,29,Male,Jeans,Clothing,257.33,San Diego,S,Brown,Summer,2.6,No,Next Day,No,No,37,Credit Card,Annually,2023-03-24
1700,40,Male,Jacket,Outerwear,75.01,San Jose,L,Red,Summer,4.5,Yes,Express,No,No,47,PayPal,Annually,2023-01-02
2247,46,Male,Sweater,Clothing,150.2,San Diego,M,Brown,Winter,2.2,No,Standard,Yes,Yes,19,Debit Card,Monthly,2023-01-09
2258,49,Female,Hat,Accessories,51.97,New York,XL,Brown,Summer,2.0,No,Standard,No,No,49,PayPal,Annually,2023-02-08
1259,37,Male,Scarf,Accessories,257.96,Dallas,L,Yellow,Summer,3.1,No,Standard,No,No,1,Cash,Annually,2023-01-23
1620,19,Female,Sneakers,Shoes,90.22,New York,L,Yellow,Winter,1.2,No,Express,No,No,46,Apple Pay,Every 3 Months,2023-08-06
